사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021010200100230,2021년 1월 2일 15시,토요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,28세,상해없음,승용,여,41세,상해없음
2021010200100381,2021년 1월 2일 20시,토요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,기타,교차로 - 교차로부근,승용,남,58세,상해없음,이륜,남,26세,중상
2021010300100049,2021년 1월 3일 10시,일요일,세종특별자치시 금남면,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,남,55세,중상
2021010400100147,2021년 1월 4일 12시,월요일,세종특별자치시 보람동,중상사고,0,1,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,건설기계,남,52세,상해없음,화물,남,40세,경상
2021010400100373,2021년 1월 4일 19시,월요일,세종특별자치시 다정동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,승용,여,26세,중상,승용,여,48세,상해없음
2021010500100058,2021년 1월 5일 08시,화요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,승용,남,31세,경상
2021010500100059,2021년 1월 5일 08시,화요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,서리/결빙,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,25세,경상
2021010500100232,2021년 1월 5일 15시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,자전거,남,63세,경상
2021010500100345,2021년 1월 5일 18시,화요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,53세,경상
2021010500100446,2021년 1월 5일 22시,화요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,기타,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,26세,경상
2021010600100012,2021년 1월 6일 02시,수요일,세종특별자치시 소정면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,남,26세,상해없음,화물,남,55세,경상
2021010600100537,2021년 1월 6일 21시,수요일,세종특별자치시 나성동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,적설,눈,교차로 - 교차로안,승용,남,52세,상해없음,승용,남,45세,경상
2021010700100039,2021년 1월 7일 06시,목요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,눈,기타 - 기타,승용,남,56세,상해없음,승용,남,59세,경상
2021010700100074,2021년 1월 7일 08시,목요일,세종특별자치시 가람동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,서리/결빙,눈,기타 - 기타,승용,여,58세,상해없음,승용,남,34세,경상
2021010700100104,2021년 1월 7일 09시,목요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,적설,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,여,28세,경상
2021010800100387,2021년 1월 8일 18시,금요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,적설,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,남,12세 이하,경상
2021010800100388,2021년 1월 8일 18시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,적설,흐림,단일로 - 기타,승합,남,22세,상해없음,보행자,여,71세,중상
2021010900100167,2021년 1월 9일 12시,토요일,세종특별자치시 한솔동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,승용,여,43세,경상
2021010900100463,2021년 1월 9일 21시,토요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,28세,경상
2021011100100523,2021년 1월 11일 21시,월요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,기타,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,보행자,남,37세,중상
2021011200100272,2021년 1월 12일 15시,화요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,36세,경상,승합,남,61세,상해없음
2021011300100169,2021년 1월 13일 11시,수요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승용,남,72세,상해없음,이륜,남,54세,경상
2021011300100194,2021년 1월 13일 12시,수요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,26세,경상
2021011300100509,2021년 1월 13일 22시,수요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,63세,상해없음,승용,남,30세,경상
2021011400100240,2021년 1월 14일 12시,목요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,화물,남,40세,경상
2021011400100304,2021년 1월 14일 14시,목요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,화물,남,43세,상해없음,화물,남,29세,경상
2021011400100382,2021년 1월 14일 16시,목요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,35세,경상
2021011500100378,2021년 1월 15일 17시,금요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,원동기,남,60세,중상
2021011600100117,2021년 1월 16일 11시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,41세,경상
2021011600100358,2021년 1월 16일 18시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,38세,상해없음,승용,남,56세,경상
2021011600100391,2021년 1월 16일 19시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,기타불명,승용,여,63세,경상
2021011900100258,2021년 1월 19일 13시,화요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,자전거,남,49세,경상
2021011900100295,2021년 1월 19일 14시,화요일,세종특별자치시 전동면,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31세,상해없음,보행자,여,74세,사망
2021011900100620,2021년 1월 19일 23시,화요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,65세,경상
2021012200100424,2021년 1월 22일 18시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,이륜,남,53세,중상
2021012200100605,2021년 1월 22일 23시,금요일,세종특별자치시 소담동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,여,32세,중상
2021012300100190,2021년 1월 23일 13시,토요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,20세 이하,경상,승용,남,55세,상해없음
2021012400100035,2021년 1월 24일 07시,일요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,남,49세,경상
2021012400100183,2021년 1월 24일 15시,일요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,20세 이하,상해없음,승용,남,47세,경상
2021012500100186,2021년 1월 25일 11시,월요일,세종특별자치시 소담동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,38세,중상
2021012500100454,2021년 1월 25일 18시,월요일,세종특별자치시 다정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,이륜,남,37세,중상
2021012600100437,2021년 1월 26일 18시,화요일,세종특별자치시 보람동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,기타,단일로 - 터널,승용,남,61세,경상,승용,남,45세,경상
2021012700100057,2021년 1월 27일 07시,수요일,세종특별자치시 새롬동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,남,32세,상해없음,승용,여,30세,경상
2021012700100090,2021년 1월 27일 08시,수요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,49세,경상
2021012700100112,2021년 1월 27일 09시,수요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,45세,상해없음,보행자,남,27세,경상
2021012700100127,2021년 1월 27일 10시,수요일,세종특별자치시 도담동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,49세,상해없음,승용,여,61세,경상
2021012700100260,2021년 1월 27일 14시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,여,72세,경상
2021012700100441,2021년 1월 27일 19시,수요일,세종특별자치시 금남면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,30세,경상
2021012700100527,2021년 1월 27일 22시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,기타,교차로 - 교차로안,이륜,남,52세,상해없음,승용,남,20세,경상
2021012800100183,2021년 1월 28일 11시,목요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,단일로 - 기타,화물,남,54세,상해없음,승용,남,28세,경상
2021012800100410,2021년 1월 28일 18시,목요일,세종특별자치시 집현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,여,38세,상해없음,승용,남,46세,상해없음
2021012800100512,2021년 1월 28일 21시,목요일,세종특별자치시 다정동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,33세,상해없음,승용,남,32세,중상
2021012900100182,2021년 1월 29일 10시,금요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,자전거,남,12세 이하,중상
2021012900100244,2021년 1월 29일 12시,금요일,세종특별자치시 반곡동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,50세,경상
2021013000100440,2021년 1월 30일 19시,토요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,30세,상해없음,승용,남,22세,경상
2021020100100080,2021년 2월 1일 08시,월요일,세종특별자치시 금남면,사망사고,7,5,0,0,차량단독 - 전도전복 - 전복,기타,젖음/습기,흐림,단일로 - 기타,승합,남,44세,중상,,,,
2021020100100097,2021년 2월 1일 08시,월요일,세종특별자치시 고운동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,화물,남,28세,사망,화물,남,59세,상해없음
2021020100100374,2021년 2월 1일 18시,월요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,48세,상해없음,승용,남,37세,경상
2021020200100417,2021년 2월 2일 19시,화요일,세종특별자치시 종촌동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,여,49세,경상
2021020400100109,2021년 2월 4일 08시,목요일,세종특별자치시 전의면,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,승용,남,26세,상해없음,화물,남,49세,중상
2021020500100034,2021년 2월 5일 06시,금요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,흐림,기타 - 기타,승용,남,43세,상해없음,화물,남,36세,경상
2021020500100473,2021년 2월 5일 18시,금요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,35세,경상
2021020500100578,2021년 2월 5일 20시,금요일,세종특별자치시 소담동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승합,남,63세,경상
2021020600100126,2021년 2월 6일 11시,토요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,자전거,남,14세,경상
2021020600100155,2021년 2월 6일 12시,토요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,49세,상해없음,자전거,여,27세,중상
2021020700100211,2021년 2월 7일 15시,일요일,세종특별자치시 소담동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,승용,여,37세,경상
2021020800100037,2021년 2월 8일 06시,월요일,세종특별자치시 나성동,중상사고,0,4,0,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,남,43세,상해없음,화물,남,51세,중상
2021020800100256,2021년 2월 8일 12시,월요일,세종특별자치시 장군면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,이륜,남,78세,중상
2021020800100296,2021년 2월 8일 13시,월요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,화물,남,44세,경상
2021020800100550,2021년 2월 8일 19시,월요일,세종특별자치시 어진동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,보행자,여,29세,경상
2021020800100659,2021년 2월 8일 23시,월요일,세종특별자치시 연기면,중상사고,0,1,0,1,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,36세,부상신고,승용,여,54세,중상
2021020900100096,2021년 2월 9일 08시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,남,22세,경상
2021020900100688,2021년 2월 9일 21시,화요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,55세,상해없음,승용,여,37세,경상
2021021000100532,2021년 2월 10일 18시,수요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,승용,여,38세,경상
2021021000100708,2021년 2월 10일 21시,수요일,세종특별자치시 도담동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,기타,교차로 - 교차로부근,승용,남,30세,상해없음,승용,여,28세,경상
2021021000100742,2021년 2월 10일 22시,수요일,세종특별자치시 전동면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,기타,단일로 - 기타,화물,남,43세,중상,승용,남,67세,상해없음
2021021000100761,2021년 2월 10일 23시,수요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,26세,상해없음,보행자,여,50세,경상
2021021300100126,2021년 2월 13일 13시,토요일,세종특별자치시 전동면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,38세,상해없음,화물,남,56세,경상
2021021300100354,2021년 2월 13일 21시,토요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,기타,교차로 - 교차로부근,승용,남,23세,상해없음,승용,여,35세,경상
2021021500100067,2021년 2월 15일 08시,월요일,세종특별자치시 전동면,경상사고,0,0,1,0,차대차 - 측면충돌,기타,젖음/습기,맑음,기타 - 기타,승용,여,72세,상해없음,승용,여,49세,경상
2021021500100425,2021년 2월 15일 20시,월요일,세종특별자치시 전동면,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 고가도로위,승용,남,23세,상해없음,승용,남,54세,경상
2021021600100086,2021년 2월 16일 08시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,55세,상해없음,승용,여,39세,경상
2021021600100306,2021년 2월 16일 15시,화요일,세종특별자치시 새롬동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,서리/결빙,눈,교차로 - 교차로부근,승용,남,78세,상해없음,승용,여,43세,상해없음
2021021600100307,2021년 2월 16일 15시,화요일,세종특별자치시 금남면,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,적설,눈,단일로 - 기타,승용,여,63세,상해없음,승용,여,61세,중상
2021021600100456,2021년 2월 16일 19시,화요일,세종특별자치시 새롬동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,50세,상해없음,승용,여,34세,상해없음
2021021700100131,2021년 2월 17일 09시,수요일,세종특별자치시 전동면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,화물,남,54세,중상
2021021700100437,2021년 2월 17일 18시,수요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,승용,여,30세,경상
2021021900100333,2021년 2월 19일 14시,금요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,43세,경상
2021021900100382,2021년 2월 19일 15시,금요일,세종특별자치시 보람동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,승용,여,46세,경상
2021021900100530,2021년 2월 19일 18시,금요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,35세,상해없음,보행자,남,68세,경상
2021022000100270,2021년 2월 20일 14시,토요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,이륜,남,35세,중상
2021022100100055,2021년 2월 21일 08시,일요일,세종특별자치시 대평동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,여,51세,상해없음,,,,
2021022100100262,2021년 2월 21일 16시,일요일,세종특별자치시 새롬동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,특수,남,39세,상해없음,승용,여,37세,경상
2021022200100034,2021년 2월 22일 06시,월요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,57세,상해없음,보행자,남,32세,경상
2021022200100390,2021년 2월 22일 16시,월요일,세종특별자치시 대평동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,자전거,여,78세,중상
2021022200100408,2021년 2월 22일 17시,월요일,세종특별자치시 금남면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,55세,경상
2021022300100122,2021년 2월 23일 09시,화요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승합,남,50세,경상
2021022300100176,2021년 2월 23일 11시,화요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,36세,경상,건설기계,남,63세,상해없음
2021022300100287,2021년 2월 23일 14시,화요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,이륜,남,44세,경상
2021022400100216,2021년 2월 24일 13시,수요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,이륜,남,29세,경상
2021022500100237,2021년 2월 25일 14시,목요일,세종특별자치시 보람동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,69세,상해없음,화물,남,38세,경상
2021022600100258,2021년 2월 26일 13시,금요일,세종특별자치시 부강면,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,62세,경상,승용,남,52세,상해없음
2021022600100550,2021년 2월 26일 20시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,이륜,남,29세,경상
2021022700100116,2021년 2월 27일 10시,토요일,세종특별자치시 전의면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,기타불명,승용,남,42세,경상
2021022800100032,2021년 2월 28일 03시,일요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승합,남,52세,상해없음,보행자,남,25세,경상
2021030200100208,2021년 3월 2일 12시,화요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,승용,남,48세,중상
2021030200100231,2021년 3월 2일 13시,화요일,세종특별자치시 어진동,중상사고,0,1,2,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,28세,경상,승용,남,37세,경상
2021030200100370,2021년 3월 2일 17시,화요일,세종특별자치시 다정동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,보행자,여,12세 이하,중상
2021030200100469,2021년 3월 2일 20시,화요일,세종특별자치시 다정동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,55세,상해없음,자전거,남,40세,중상
2021030200100518,2021년 3월 2일 22시,화요일,세종특별자치시 다정동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,승용,남,26세,상해없음,승용,여,46세,경상
2021030300100266,2021년 3월 3일 13시,수요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,자전거,여,26세,경상
2021030400100205,2021년 3월 4일 12시,목요일,세종특별자치시 연기면,중상사고,0,1,2,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,남,38세,경상,자전거,남,64세,중상
2021030400100418,2021년 3월 4일 19시,목요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,자전거,남,22세,부상신고,,,,
2021030500100261,2021년 3월 5일 13시,금요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,31세,상해없음,이륜,남,19세,중상
2021030500100613,2021년 3월 5일 23시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,45세,상해없음,보행자,남,63세,경상
2021030600100131,2021년 3월 6일 10시,토요일,세종특별자치시 보람동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,29세,상해없음,자전거,남,12세 이하,중상
2021030700100089,2021년 3월 7일 11시,일요일,세종특별자치시 소담동,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,자전거,여,27세,중상
2021030700100319,2021년 3월 7일 19시,일요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,이륜,남,56세,상해없음,보행자,남,70세,중상
2021030800100135,2021년 3월 8일 08시,월요일,세종특별자치시 연기면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,여,46세,상해없음,승용,남,41세,경상
2021030900100268,2021년 3월 9일 14시,화요일,세종특별자치시 종촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,이륜,남,27세,중상
2021030900100323,2021년 3월 9일 16시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,여,59세,상해없음,이륜,남,54세,경상
2021031100100048,2021년 3월 11일 06시,목요일,세종특별자치시 도담동,경상사고,0,0,3,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,58세,상해없음,승용,남,56세,경상
2021031100100302,2021년 3월 11일 15시,목요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,특수,남,58세,상해없음,개인형이동수단(PM),여,23세,중상
2021031100100373,2021년 3월 11일 17시,목요일,세종특별자치시 가람동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로부근,화물,남,25세,상해없음,승용,여,27세,경상
2021031200100314,2021년 3월 12일 15시,금요일,세종특별자치시 소담동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로부근,승용,남,46세,상해없음,승합,남,63세,중상
